month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2021-11,Texas,18544.0,0.0,70441.0,44916.0,3960.0,3589,5.0,40.0,16.0,4.0,6215.0,2776.0,34.0,155.0,9.0,0.0,0.0,0.0,58.0,40.0,4.0,2.0,0.0,1.0,150809
2021-11,Utah,10006.0,60935.0,6616.0,6972.0,477.0,0,0.0,6.0,7.0,0.0,198.0,180.0,3.0,233.0,57.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85831
2021-11,Vermont,0.0,0.0,1484.0,1957.0,117.0,101,1.0,2.0,3.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3683
2021-11,Virgin Islands,128.0,0.0,37.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,181
2021-11,Virginia,447.0,165.0,28367.0,21788.0,3682.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54909
2021-11,Washington,16313.0,195.0,20304.0,14405.0,3092.0,69,24.0,0.0,15.0,6.0,224.0,421.0,30.0,462.0,91.0,8.0,0.0,0.0,296.0,305.0,178.0,0.0,5.0,1.0,56444
2021-11,West Virginia,1633.0,64.0,6431.0,9913.0,303.0,473,0.0,1.0,4.0,0.0,678.0,924.0,2.0,16.0,1.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,20461
2021-11,Wisconsin,25736.0,863.0,21011.0,17606.0,1151.0,59,0.0,0.0,0.0,4.0,120.0,189.0,10.0,195.0,33.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,66983
2021-11,Wyoming,499.0,10.0,2816.0,3220.0,193.0,165,8.0,1.0,2.0,0.0,131.0,154.0,0.0,36.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7241
2021-10,Alabama,25822.0,258.0,19188.0,15531.0,1309.0,956,0.0,12.0,13.0,3.0,2354.0,967.0,12.0,18.0,0.0,0.0,0.0,0.0,26.0,23.0,6.0,0.0,1.0,0.0,66499
2021-10,Alaska,129.0,7.0,3242.0,3222.0,340.0,254,0.0,0.0,1.0,0.0,173.0,122.0,1.0,25.0,27.0,0.0,0.0,0.0,11.0,17.0,0.0,1.0,0.0,0.0,7572
2021-10,Arizona,4170.0,1069.0,18744.0,10232.0,1561.0,991,0.0,11.0,1.0,0.0,1159.0,393.0,10.0,148.0,15.0,0.0,0.0,0.0,10.0,7.0,0.0,1.0,1.0,0.0,38523
2021-10,Arkansas,2591.0,505.0,7360.0,7994.0,488.0,423,6.0,8.0,5.0,0.0,1079.0,1038.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,21518
2021-10,California,15704.0,10895.0,40185.0,28159.0,5364.0,0,0.0,1.0,0.0,0.0,494.0,190.0,8.0,1437.0,679.0,144.0,0.0,0.0,7034.0,3196.0,597.0,32.0,25.0,0.0,114144
2021-10,Colorado,7640.0,22.0,19992.0,15443.0,1553.0,1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46964
2021-10,Connecticut,9173.0,784.0,6600.0,2211.0,1017.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,145.0,63.0,0.0,0.0,0.0,20467
2021-10,Delaware,499.0,0.0,2421.0,1786.0,169.0,131,0.0,0.0,0.0,0.0,17.0,14.0,0.0,71.0,0.0,0.0,0.0,0.0,76.0,34.0,1.0,2.0,0.0,0.0,5221
2021-10,District of Columbia,902.0,0.0,391.0,9.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342
2021-10,Florida,22246.0,0.0,63090.0,26371.0,4562.0,3196,0.0,10.0,8.0,0.0,3682.0,934.0,15.0,1046.0,136.0,6.0,0.0,0.0,292.0,224.0,55.0,38.0,26.0,1.0,125938
2021-10,Georgia,21421.0,0.0,17037.0,11458.0,736.0,719,3.0,14.0,18.0,1.0,1823.0,905.0,5.0,38.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,2.0,0.0,0.0,54202
2021-10,Guam,0.0,0.0,254.0,119.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403
2021-10,Hawaii,1564.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570
2021-10,Idaho,5306.0,0.0,6313.0,7018.0,586.0,362,0.0,0.0,3.0,1.0,342.0,304.0,1.0,57.0,7.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,20322
2021-10,Illinois,213822.0,0.0,24172.0,12375.0,1311.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251681
2021-10,Indiana,1533.0,69426.0,21585.0,15646.0,1904.0,1018,3.0,7.0,4.0,1.0,643.0,335.0,8.0,38.0,4.0,0.0,0.0,0.0,31.0,29.0,5.0,4.0,4.0,0.0,112228
2021-10,Iowa,4996.0,6232.0,2701.0,3877.0,127.0,67,6.0,0.0,0.0,1.0,16.0,30.0,0.0,45.0,15.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,18119
2021-10,Kansas,2234.0,8.0,6894.0,6529.0,660.0,387,0.0,4.0,3.0,0.0,531.0,216.0,3.0,41.0,5.0,2.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,17529
2021-10,Kentucky,665.0,343125.0,11884.0,10975.0,625.0,638,3.0,14.0,14.0,1.0,1490.0,953.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,19.0,3.0,0.0,1.0,0.0,370434
2021-10,Louisiana,2212.0,550.0,13922.0,11617.0,965.0,852,1.0,4.0,2.0,1.0,980.0,631.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,1.0,0.0,1.0,0.0,31793
2021-10,Maine,531.0,4.0,4023.0,6684.0,310.0,293,6.0,0.0,2.0,0.0,54.0,70.0,0.0,16.0,11.0,3.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,12019
2021-10,Mariana Islands,0.0,0.0,11.0,16.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2021-10,Maryland,3787.0,33.0,7387.0,7212.0,190.0,6,0.0,0.0,1.0,0.0,55.0,86.0,1.0,133.0,31.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,18940
2021-10,Massachusetts,8233.0,0.0,5845.0,3584.0,1137.0,302,2.0,0.0,1.0,1.0,9.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,24.0,11.0,1.0,0.0,0.0,19178
2021-10,Michigan,17268.0,5382.0,23230.0,22133.0,2023.0,876,0.0,3.0,1.0,0.0,35.0,218.0,10.0,66.0,9.0,0.0,0.0,0.0,25.0,12.0,4.0,0.0,0.0,0.0,71295
2021-10,Minnesota,16012.0,35471.0,12235.0,17984.0,1092.0,666,0.0,2.0,2.0,0.0,170.0,250.0,5.0,59.0,11.0,2.0,0.0,0.0,19.0,23.0,2.0,0.0,1.0,0.0,84006
2021-10,Mississippi,2280.0,0.0,9416.0,8429.0,513.0,427,0.0,7.0,5.0,0.0,1542.0,823.0,5.0,13.0,2.0,0.0,0.0,0.0,11.0,11.0,2.0,0.0,1.0,0.0,23487
2021-10,Missouri,1759.0,0.0,20788.0,19311.0,2012.0,1206,0.0,9.0,14.0,0.0,1396.0,772.0,23.0,284.0,26.0,4.0,0.0,0.0,46.0,63.0,13.0,0.0,3.0,1.0,47730
2021-10,Montana,857.0,0.0,4398.0,7033.0,286.0,377,7.0,0.0,5.0,0.0,359.0,588.0,3.0,30.0,8.0,2.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,13967
2021-10,Nebraska,3794.0,71.0,154.0,2443.0,26.0,7,0.0,0.0,0.0,0.0,2.0,29.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6555
2021-10,Nevada,3352.0,0.0,5591.0,2812.0,368.0,353,0.0,2.0,1.0,2.0,167.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,325.0,111.0,13.0,1.0,0.0,0.0,13143
2021-10,New Hampshire,693.0,2.0,6058.0,4240.0,225.0,0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,114.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11369
2021-10,New Jersey,0.0,0.0,7463.0,5646.0,617.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,88.0,4.0,2.0,1.0,2.0,13908
2021-10,New Mexico,558.0,0.0,6893.0,4845.0,594.0,340,0.0,3.0,1.0,0.0,353.0,325.0,0.0,27.0,0.0,0.0,0.0,0.0,69.0,43.0,2.0,1.0,1.0,0.0,14055
2021-10,New York,3241.0,2273.0,9842.0,19469.0,1999.0,325,0.0,0.0,1.0,0.0,41.0,37.0,9.0,24.0,69.0,1.0,0.0,5.0,283.0,379.0,47.0,6.0,2.0,0.0,38053
2021-10,North Carolina,30183.0,92.0,1629.0,16638.0,1196.0,191,0.0,12.0,9.0,2.0,1770.0,1266.0,8.0,653.0,71.0,9.0,4.0,1.0,2.0,12.0,3.0,0.0,2.0,0.0,53753
2021-10,North Dakota,672.0,1.0,2040.0,4154.0,164.0,146,0.0,0.0,3.0,0.0,57.0,105.0,2.0,8.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,7361
2021-10,Ohio,14963.0,54.0,23158.0,18255.0,1983.0,1210,0.0,9.0,1.0,2.0,1075.0,429.0,7.0,174.0,52.0,4.0,0.0,0.0,15.0,10.0,0.0,1.0,2.0,0.0,61404
2021-10,Oklahoma,1944.0,4.0,12742.0,10459.0,1186.0,882,0.0,10.0,5.0,2.0,1821.0,1204.0,5.0,18.0,1.0,0.0,0.0,0.0,28.0,30.0,15.0,0.0,2.0,1.0,30359
2021-10,Oregon,6416.0,530.0,16364.0,11536.0,0.0,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35098
2021-10,Pennsylvania,32577.0,0.0,50185.0,25812.0,22.0,0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110047
2021-10,Puerto Rico,0.0,0.0,5653.0,321.0,60.0,40,0.0,10.0,3.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,70.0,2.0,12.0,1.0,0.0,7089
2021-10,Rhode Island,0.0,0.0,1227.0,812.0,88.0,238,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,23.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,2418
2021-10,South Carolina,13265.0,223.0,11714.0,8052.0,726.0,408,0.0,4.0,5.0,0.0,869.0,385.0,5.0,148.0,9.0,38.0,0.0,0.0,5.0,20.0,2.0,0.0,0.0,0.0,35878
2021-10,South Dakota,917.0,18.0,2465.0,5863.0,233.0,198,0.0,0.0,1.0,0.0,135.0,159.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,36.0,2.0,0.0,1.0,0.0,10049
2021-10,Tennessee,16656.0,994.0,30555.0,19445.0,1856.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69638
2021-10,Texas,23384.0,0.0,67440.0,38737.0,4157.0,3108,6.0,46.0,10.0,3.0,6657.0,2745.0,48.0,133.0,15.0,0.0,0.0,0.0,76.0,19.0,6.0,1.0,2.0,0.0,146593
2021-10,Utah,12664.0,63502.0,5301.0,5380.0,430.0,0,0.0,1.0,7.0,0.0,208.0,256.0,0.0,231.0,58.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88155
2021-10,Vermont,0.0,0.0,1726.0,2287.0,102.0,152,2.0,3.0,3.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,4300
2021-10,Virgin Islands,103.0,0.0,50.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,169
2021-10,Virginia,360.0,148.0,26469.0,18466.0,3477.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49467
2021-10,Washington,19560.0,216.0,20684.0,15051.0,3115.0,60,22.0,2.0,19.0,9.0,228.0,582.0,23.0,505.0,85.0,9.0,0.0,0.0,361.0,400.0,189.0,1.0,4.0,2.0,61127
2021-10,West Virginia,1698.0,105.0,5589.0,7192.0,347.0,383,5.0,2.0,7.0,0.0,688.0,717.0,1.0,9.0,3.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,16759
2021-10,Wisconsin,27177.0,747.0,20452.0,17955.0,1102.0,50,0.0,0.0,1.0,4.0,126.0,172.0,14.0,163.0,42.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,68017
2021-10,Wyoming,355.0,6.0,2127.0,2920.0,162.0,149,11.0,1.0,1.0,0.0,126.0,151.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6027
2021-09,Alabama,26657.0,423.0,18034.0,15390.0,1365.0,912,0.0,16.0,7.0,0.0,2094.0,887.0,16.0,35.0,0.0,0.0,0.0,0.0,27.0,30.0,7.0,0.0,0.0,0.0,65900
2021-09,Alaska,174.0,13.0,2497.0,3094.0,310.0,173,0.0,1.0,0.0,0.0,118.0,84.0,0.0,24.0,24.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6520
2021-09,Arizona,5962.0,780.0,18406.0,10477.0,1769.0,985,0.0,4.0,1.0,0.0,1075.0,351.0,3.0,172.0,24.0,0.0,0.0,0.0,10.0,9.0,3.0,0.0,2.0,0.0,40033
2021-09,Arkansas,3259.0,719.0,6946.0,6783.0,495.0,388,1.0,6.0,6.0,0.0,1057.0,861.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,20536
2021-09,California,17520.0,14442.0,37842.0,27880.0,6190.0,0,0.0,0.0,0.0,1.0,413.0,230.0,12.0,1109.0,626.0,101.0,0.0,0.0,6793.0,2963.0,541.0,23.0,18.0,0.0,116704
2021-09,Colorado,8741.0,19.0,19018.0,14169.0,1696.0,1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45908
2021-09,Connecticut,7727.0,777.0,5798.0,1894.0,881.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,122.0,64.0,0.0,0.0,0.0,17742
2021-09,Delaware,382.0,0.0,2032.0,1624.0,148.0,117,0.0,0.0,0.0,0.0,13.0,7.0,0.0,51.0,0.0,0.0,0.0,0.0,57.0,29.0,8.0,1.0,0.0,0.0,4469
2021-09,District of Columbia,708.0,0.0,340.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076
2021-09,Florida,24490.0,0.0,59728.0,25555.0,5125.0,3277,0.0,17.0,2.0,0.0,3264.0,812.0,13.0,1084.0,98.0,4.0,0.0,0.0,327.0,243.0,74.0,39.0,34.0,0.0,124186
2021-09,Georgia,22036.0,0.0,16398.0,10300.0,885.0,713,2.0,12.0,11.0,0.0,1649.0,729.0,12.0,32.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0,52797
2021-09,Guam,0.0,0.0,252.0,102.0,23.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392
2021-09,Hawaii,1673.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674
2021-09,Idaho,4610.0,3.0,5786.0,6826.0,561.0,346,0.0,1.0,2.0,0.0,324.0,346.0,2.0,57.0,14.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,18890
2021-09,Illinois,312148.0,0.0,22461.0,11566.0,1287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347462
2021-09,Indiana,1756.0,63737.0,20859.0,14814.0,1857.0,1051,2.0,9.0,7.0,0.0,566.0,270.0,23.0,44.0,1.0,0.0,0.0,0.0,30.0,30.0,7.0,1.0,1.0,0.0,105065
2021-09,Iowa,4712.0,6443.0,2379.0,3058.0,128.0,57,19.0,1.0,0.0,0.0,13.0,17.0,0.0,61.0,13.0,25.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,16929
2021-09,Kansas,2767.0,11.0,6240.0,5887.0,665.0,426,0.0,5.0,1.0,2.0,470.0,243.0,19.0,34.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,16789
2021-09,Kentucky,703.0,346021.0,10921.0,9383.0,586.0,563,0.0,16.0,7.0,0.0,1589.0,848.0,6.0,7.0,4.0,0.0,0.0,0.0,25.0,26.0,1.0,0.0,0.0,0.0,370706
2021-09,Louisiana,1678.0,737.0,11884.0,9985.0,852.0,657,0.0,2.0,3.0,0.0,899.0,517.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,2.0,0.0,0.0,0.0,27258
2021-09,Maine,565.0,5.0,4036.0,6058.0,355.0,287,1.0,1.0,0.0,0.0,56.0,51.0,1.0,24.0,5.0,0.0,0.0,0.0,11.0,15.0,1.0,0.0,1.0,0.0,11473
2021-09,Mariana Islands,0.0,0.0,28.0,23.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
2021-09,Maryland,3700.0,32.0,7196.0,6536.0,140.0,11,0.0,0.0,0.0,0.0,60.0,72.0,0.0,109.0,24.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,17893
2021-09,Massachusetts,7931.0,0.0,5954.0,3487.0,1065.0,299,2.0,0.0,0.0,1.0,7.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,25.0,9.0,0.0,0.0,0.0,18819
2021-09,Michigan,17459.0,5852.0,22956.0,21452.0,2140.0,845,0.0,0.0,1.0,1.0,29.0,191.0,7.0,85.0,7.0,0.0,0.0,0.0,18.0,13.0,2.0,1.0,0.0,0.0,71059
2021-09,Minnesota,16079.0,28422.0,11308.0,16661.0,1107.0,633,0.0,0.0,2.0,0.0,160.0,200.0,6.0,77.0,26.0,1.0,0.0,0.0,17.0,15.0,0.0,1.0,0.0,1.0,74716
2021-09,Mississippi,2310.0,0.0,8757.0,7648.0,510.0,459,0.0,8.0,1.0,0.0,1391.0,741.0,5.0,24.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,2.0,1.0,21872
2021-09,Missouri,2097.0,0.0,19206.0,16266.0,2007.0,1157,0.0,8.0,6.0,2.0,1284.0,641.0,12.0,257.0,37.0,3.0,0.0,0.0,47.0,40.0,8.0,2.0,2.0,0.0,43082
2021-09,Montana,839.0,2.0,4194.0,5625.0,326.0,440,14.0,2.0,0.0,0.0,374.0,542.0,2.0,46.0,11.0,7.0,0.0,0.0,11.0,14.0,0.0,0.0,1.0,0.0,12450
2021-09,Nebraska,3899.0,66.0,129.0,2084.0,30.0,4,0.0,0.0,0.0,0.0,4.0,25.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6264
2021-09,Nevada,2864.0,0.0,5782.0,2918.0,407.0,367,0.0,0.0,0.0,1.0,228.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,295.0,144.0,17.0,0.0,0.0,0.0,13084
2021-09,New Hampshire,752.0,1.0,5960.0,3950.0,189.0,1,21.0,0.0,1.0,0.0,0.0,9.0,0.0,110.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11013
2021-09,New Jersey,0.0,0.0,8029.0,5452.0,599.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,60.0,2.0,2.0,1.0,0.0,14237
2021-09,New Mexico,673.0,0.0,7152.0,4891.0,632.0,354,0.0,4.0,4.0,0.0,343.0,283.0,2.0,37.0,0.0,0.0,0.0,0.0,72.0,44.0,2.0,2.0,2.0,0.0,14497
2021-09,New York,3507.0,2357.0,9509.0,19378.0,2238.0,268,0.0,3.0,3.0,1.0,28.0,53.0,4.0,42.0,81.0,1.0,0.0,2.0,293.0,341.0,32.0,15.0,20.0,1.0,38177
2021-09,North Carolina,31495.0,29.0,1589.0,15434.0,1274.0,214,0.0,11.0,6.0,2.0,1549.0,1092.0,9.0,644.0,101.0,7.0,4.0,2.0,1.0,14.0,4.0,0.0,1.0,0.0,53482
2021-09,North Dakota,744.0,0.0,1873.0,3354.0,165.0,113,0.0,0.0,0.0,0.0,88.0,73.0,1.0,10.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6432
2021-09,Ohio,14950.0,106.0,21142.0,16111.0,1695.0,1133,0.0,5.0,2.0,0.0,1018.0,385.0,9.0,129.0,44.0,6.0,0.0,0.0,19.0,17.0,4.0,0.0,1.0,1.0,56777
2021-09,Oklahoma,2280.0,0.0,11870.0,9528.0,1309.0,860,0.0,9.0,4.0,2.0,1793.0,1011.0,9.0,27.0,0.0,0.0,0.0,0.0,26.0,38.0,10.0,0.0,3.0,0.0,28779
2021-09,Oregon,6953.0,678.0,15708.0,11018.0,0.0,17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34563
2021-09,Pennsylvania,33224.0,0.0,44601.0,22537.0,34.0,0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101592
2021-09,Puerto Rico,0.0,0.0,4770.0,332.0,53.0,41,0.0,12.0,1.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,66.0,3.0,4.0,0.0,0.0,6031
2021-09,Rhode Island,0.0,0.0,1176.0,846.0,95.0,248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,33.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,2433
2021-09,South Carolina,12866.0,465.0,11082.0,7705.0,933.0,482,0.0,6.0,4.0,0.0,820.0,348.0,4.0,214.0,26.0,51.0,0.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,35025
2021-09,South Dakota,911.0,10.0,2334.0,4012.0,228.0,138,0.0,1.0,3.0,1.0,118.0,132.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,21.0,3.0,0.0,1.0,0.0,7924
2021-09,Tennessee,14921.0,2413.0,27447.0,17916.0,1668.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,158.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64531
2021-09,Texas,24746.0,0.0,71702.0,41561.0,4300.0,3156,9.0,50.0,16.0,4.0,6368.0,2595.0,53.0,103.0,4.0,0.0,0.0,0.0,69.0,34.0,6.0,1.0,1.0,0.0,154778
2021-09,Utah,11111.0,63964.0,5008.0,5004.0,509.0,0,0.0,5.0,1.0,1.0,240.0,211.0,1.0,222.0,64.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86418
2021-09,Vermont,0.0,0.0,1665.0,2027.0,120.0,126,1.0,1.0,1.0,0.0,10.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,3993
2021-09,Virgin Islands,103.0,0.0,39.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,153
2021-09,Virginia,240.0,160.0,23679.0,16736.0,3504.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44779
2021-09,Washington,17149.0,237.0,20879.0,14609.0,3222.0,71,29.0,3.0,14.0,12.0,228.0,435.0,32.0,503.0,112.0,2.0,0.0,0.0,362.0,317.0,176.0,0.0,1.0,0.0,58393
2021-09,West Virginia,1777.0,169.0,5201.0,5922.0,322.0,351,0.0,1.0,2.0,0.0,664.0,607.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,15034
2021-09,Wisconsin,27317.0,723.0,19515.0,16054.0,1209.0,53,0.0,0.0,0.0,2.0,126.0,131.0,14.0,146.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,65312
2021-09,Wyoming,539.0,18.0,2161.0,2747.0,170.0,179,15.0,1.0,3.0,0.0,121.0,143.0,0.0,28.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,6136
2021-08,Alabama,26984.0,404.0,18820.0,14786.0,1380.0,886,0.0,14.0,11.0,1.0,2022.0,820.0,11.0,35.0,0.0,0.0,0.0,0.0,25.0,24.0,8.0,0.0,2.0,0.0,66233
2021-08,Alaska,188.0,23.0,2847.0,3183.0,275.0,206,0.0,0.0,2.0,0.0,123.0,104.0,2.0,31.0,25.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,7020
2021-08,Arizona,3236.0,1060.0,18697.0,10195.0,1685.0,967,0.0,4.0,2.0,2.0,966.0,369.0,1.0,150.0,13.0,1.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,37365
2021-08,Arkansas,3378.0,566.0,7146.0,6052.0,470.0,416,0.0,12.0,5.0,0.0,933.0,682.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,19683
2021-08,California,17798.0,13364.0,41275.0,28433.0,5995.0,0,0.0,0.0,3.0,0.0,353.0,300.0,28.0,1907.0,970.0,82.0,0.0,0.0,6862.0,2978.0,575.0,28.0,6.0,2.0,120959
